company,ticker,date,title,url,category,summary,impact_duration,impact_type,investment_advice
Jupiter Energy Limited,JPR,"14/07/2025
9:02 am",Jun25 Quarterly Activities Report 6 pages 199.6KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968902,financials,"Jupiter Energy Limited reported its quarterly activities for the period ending June 30, 2025, highlighting unaudited oil sales revenue of approximately USD 1.8 million (AUD 2.8 million) from sales of around 47,000 barrels of oil. The company processed all sales through domestic channels, with no export sales during the quarter. It is considering a potential dual listing on the Astana International Exchange and confirmed the ongoing operation of its production wells under full commercial licenses.",短期,中性,建议持有或小幅增持，关注未来的市场发展和潜在的双重上市进展。
Kingsgate Consolidated Limited,KCN,"14/07/2025
9:00 am",Chatree delivers another 20k ounce quarter & FY25 production 1 page 170.7KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968898,other,"Chatree Gold Mine produced 20,278 ounces of gold in the June quarter, contributing to a total of 74,661 ounces for FY25, consistent with revised production guidance. Additionally, 166,807 ounces of silver were produced, totaling 625,698 ounces for FY25. The company's cash-on-hand and bullion increased to A$69M, up over 15% from the March 2025 quarter.",短期,利好,建议投资者保持看涨态度，考虑增加持仓，利用生产强劲增长和现金流状况改善的机会。
Sky Metals Limited,SKY,"14/07/2025
8:59 am",Metallurgical Development Unlocks Tin System at Doradilla 17 pages 1.5MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968897,other,"Sky Metals announced significant metallurgical success at its 100%-owned Doradilla Tin Deposit, achieving approximately 78% tin recovery through a new processing method. This breakthrough not only makes the Doradilla project potentially viable but also strengthens the company's growth pipeline alongside its flagship Tallebung Tin Project. An initial Exploration Target of 10-15 million tonnes grading 0.32-0.42% tin has been defined. The company plans further drilling to advance the project.",长期,利好,考虑到Doradilla项目的潜力和对公司增长方向的积极影响，建议考虑投资Sky Metals Limited。
Australian Unity Investment Real Estate Limited,AOF,"14/07/2025
8:59 am",150 Charlotte Street Update 1 page 91.2KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968896,update,"Australian Unity Investment Real Estate Limited (AUIREL), as responsible entity of Australian Unity Office Fund, announced an update regarding the sale of 150 Charlotte Street, Brisbane. The sale, originally set for April 2025 at a net price of $61.5 million, was deferred to August 2025 with an increased sale price of $63.5 million. The purchaser proposed an alternate settlement structure with deferred payments, and AUIREL is awaiting confirmation on the purchaser's ability to settle under the original terms.",短期,中性,建议保持观察，等待进一步的确认和市场信息更新，以评估潜在影响。
DY6 Metals Ltd,DY6,"14/07/2025
8:57 am",Placement and CEO Appointment 4 pages 301.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968892,management,"DY6 Metals Ltd has announced a placement to raise A$4.625 million to accelerate exploration at their Central Rutile Project and Douala Basin HMS Project in Cameroon. The company appointed Cliff Fitzhenry as the new CEO, transitioning from Technical Consultant. The funds will be used for exploration activities, setting up an in-country laboratory, and general working capital.",长期,利好,考虑投资，特别是在股价尚未反映出新的CEO和项目潜力时。
Imugene Limited,IMU,"14/07/2025
8:56 am",Trading Halt 2 pages 193.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968890,trading,"Imugene Limited has requested a trading halt of its securities pending an announcement regarding a proposed capital raising. The halt will remain until the earlier of the release of the announcement or the commencement of normal trading on July 16, 2025.",short-term,neutral,Monitor the upcoming announcement regarding the capital raising for further insights into the company’s financial health and potential investment opportunities. Consider holding or cautiously entering positions based on the announcement's details.
Hansen Technologies Limited,HSN,"14/07/2025
8:44 am",FY25 Guidance Update 2 pages 89.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968880,update,"Hansen Technologies Limited updated its FY25 guidance, raising forecasts for Underlying and Cash EBITDA due to improved operating efficiencies and positive contributions from recent acquisitions. The company anticipates a solid operating revenue growth of approximately 11% compared to FY24, although some revenue will shift to FY26. Recent customer wins were also highlighted, indicating strong demand for its products and services.",长期,利好,考虑购买或增持Hansen Technologies的股份，基于其盈利预测的上调和强劲的客户增长前景。
ikeGPS Group Limited,IKE,"14/07/2025
8:40 am",IKE completes A$18 million placement 4 pages 114.1KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968876,funding,"ikeGPS Group Limited successfully completed an A$18 million fully underwritten placement of new shares, supported by strong demand from investors. They plan to use the proceeds for product development, sales and marketing, and potential acquisitions, while also offering shareholders a chance to participate in a non-underwritten share purchase plan to raise an additional A$2 million.",长期,利好,考虑增持此股票，因其融资将支持未来增长和产品开发。
Abacus Storage Property Trust,ASK,"14/07/2025
8:40 am",Revised Non-binding Indicative Proposal 2 pages 106.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968875,other,"Abacus Storage King (ASK) has received a revised non-binding indicative proposal from Ki Corporation Limited and Public Storage to acquire all outstanding stapled securities at A$1.65 per security, representing a 15% increase from the initial proposal. The proposal is contingent on regulatory approvals and has been presented to the independent board committee for consideration.",短期,利好,建议投资者密切关注后续进展，并考虑在明确的交易条款和条件后进入或增加投资。
Imugene Limited,IMU,"14/07/2025
8:34 am",Two Additional Complete Responses in azer-cel Ph1b trial 6 pages 332.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968870,other,"Imugene Limited announced positive data from the Phase 1b clinical trial of its CAR T therapy, azer-cel, for treating relapsed diffuse large B-cell lymphoma (DLBCL). The latest results show 75% overall response rate with 6 complete responses and 3 partial responses among patients previously treated with multiple therapies. Significant durability of responses was noted, and the company plans to engage the US FDA regarding a pivotal study for regulatory approval in Q4 2025. The trial will also expand to treat CAR T naïve patients in additional blood cancer indications.",长期,利好,考虑增加对Imugene Limited的投资，基于其临床试验的积极结果及FDA认证的潜力。可关注后续FDA会议和进一步传播的研究数据。
Polymetals Resources Ltd,POL,"14/07/2025
8:32 am",Completion of Equity Raise 2 pages 150.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968866,funding,"Polymetals Resources Ltd has completed a $15 million equity raise at $0.80 per share, with proceeds intended to replace a US$10 million undrawn debt facility and ensure adequate working capital during the Endeavor Mine production ramp-up.",短期,利好,考虑到成功的股权融资和用于支持运营的资金，建议投资者考虑增持或保持股份。
Reef Casino Trust,RCT,"14/07/2025
8:25 am",Takeover Implementation Agreement 64 pages 1.3MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968855,acquisition,"Iris Cairns Property Pty Ltd has executed a Takeover Bid Implementation Agreement with Reef Corporate Services Limited for an off-market cash takeover bid to acquire all ordinary units in Reef Casino Trust for A$3.5541 per unit, representing a significant premium to recent trading prices. The deal is contingent upon various regulatory approvals and conditions.",短期,利好,建议接受该要约，考虑其对持有单位的短期增值潜力。
Osteopore Limited,OSX,"14/07/2025
8:25 am",Osteopore gains access to Switzerland 3 pages 416.5KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968852,other,"Osteopore has secured market approval in Switzerland under the EU Medical Device Regulation (MDR), completing its product portfolio and enhancing market entry support in Switzerland and Europe. This approval follows its successful transition to MDR in 2023 and a partnership with Zimmer Biomet to distribute its craniofacial products across multiple regions.",长期,利好,考虑在中期内增加对Osteopore的投资，因其市场拓展和产品组合的增强有望带来收益增长。
Macquarie Technology Group Limited,MAQ,"14/07/2025
8:23 am",Proposed Land Acquisition 2 pages 110.2KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968840,acquisition,"Macquarie Technology Group Limited's wholly owned subsidiary has entered a put and call option to acquire land for a new data centre campus in Sydney, intending to develop a facility that will provide more than 150 MW of IT load targeting hyperscale customers. The acquisition aligns with the company's strategy to establish campus-style data centres. This process will take time, requiring planning approvals, and the campus is expected to be developed over several years to meet future customer demand.",长期,利好,建议关注该公司的长期投资价值，考虑在股价调整时增持，特别是在数据中心需求持续增长的背景下。
Future Battery Minerals Ltd (FBM),FBM,"14/07/2025
8:21 am",Gold RC Drill Program Commences at Miriam 6 pages 1.1MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968833,other,"Future Battery Minerals Ltd has commenced a Reverse Circulation (RC) drilling program at the Miriam Project, targeting gold mineralisation at the Forrest and Canyon prospects. The program aims to confirm gold lodes' thickness and grade and explore potential extensions. Drilling is scheduled to be completed in July, with first results expected in early September 2025. FBM is well-funded to execute the program and additional exploration activities.",短期,利好,考虑增持或参与投资，特别是在近期结果发布前，可能会对股价产生积极影响。
Indiana Resources Limited,IDA,"14/07/2025
8:21 am",Managing Director Appointment Positions Indiana for Growth 3 pages 543.0KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968830,management,"Indiana Resources Limited announced the appointment of Matthew Bowles as Managing Director and CEO to lead strategic growth, specifically advancing the high-grade Minos Gold Project. John Fitzgerald has been promoted to COO. The company remains well-funded with a cash position of approximately AU$69.35 million, and is focused on expanding exploration activities.",长期,利好,建议关注并考虑投资，因为管理层变动可能带来新的增长机会，且公司有良好的资金状况支持其战略目标。
Stellar Resources Limited,SRZ,"14/07/2025
8:20 am",Stellar Signs MOU Extension on Adjacent Mine Infrastructure 4 pages 380.3KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968829,other,"Stellar Resources Limited announced the extension of a Memorandum of Understanding (MOU) for an additional six months regarding the Comstock site, which is adjacent to its Heemskirk Tin Project. The MOU focuses on utilizing existing infrastructure as part of the Prefeasibility Study (PFS) for Heemskirk, aimed at developing an underground tin operation. Stellar is evaluating several options for development, including using existing infrastructure in the region.",长期,利好,考虑到MOU的延长期以及对Heemskirk项目的潜在积极影响，建议投资者关注并考虑增持Stellar Resources的股票。
Tungsten Mining NL,TGN,"14/07/2025
8:20 am",Mt Mulgine to Advance with Gold Tungsten Strategy 6 pages 612.1KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968828,other,"Tungsten Mining NL announces a revised development strategy for its Mt Mulgine Project, focusing on an integrated approach that includes near-term gold extraction to support long-term tungsten development. The strategy aims to offset early development costs through gold extraction from previously wasted overburden material, facilitating access to tungsten ore. An integrated scoping study will evaluate the gold-focused start-up operation and its alignment with tungsten production.",长期,利好,考虑投资。Tungsten Mining的整合战略显示出良好的增长潜力，特别是在当前金价上涨的背景下。该公司通过提前现金流和降低开发风险，可能会为投资者提供机会。建议密切关注即将进行的综合可行性研究结果。
Asra Minerals Ltd,ASR,"14/07/2025
8:18 am",High Priority Gold Targets to be drilled at Leonora South 5 pages 994.1KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968822,other,"Asra Minerals Ltd announces a 3,000m reverse-circulation drilling program at Leonora South targeting the Challenge and Eclipse prospects, which are located close to existing gold resources. The drilling is planned to confirm grade and continuity of historic mineralization, with expectations of assays as early as September following the drilling commencement in mid-July.",短期,利好,建议投资者关注该公司的后续钻探结果，考虑在结果发布前适度增持股份。
Tyranna Resources Limited (ASX: TYX),TYX,"14/07/2025
8:17 am",Tyranna to acquire 70% of the Maongo Cu-Au Project in Angola 9 pages 4.1MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968818,acquisition,"Tyranna Resources Limited announced its agreement to acquire a 70% interest in the Maongo Copper-Gold Project in Angola, which covers an area of 269 km². The project is expected to have good accessibility and significant mining historical artifacts. The concession approval is anticipated in Q3 2025, with a focus on expanding exploration efforts, including geological mapping and geophysical surveys.",长期,利好,考虑到该项目的潜在矿藏和良好的基础设施，建议投资者关注该公司，并考虑增持其股票。
Red Hill Minerals Limited (ASX: RHI),RHI,"14/07/2025
8:17 am",Exploration drilling results continue to expand targets 11 pages 1.9MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968817,financials,"Red Hill Minerals Limited announced promising RC drilling results from its West Pilbara Gold and Base Metal Project. The drilling program consisted of 14 RC drillholes and 2 diamond drillholes, reporting significant gold and base metal intercepts from multiple targets, particularly Barkley Gold, Jubilee South, and S-Bend. The results indicate potential for further mineralization and expansion of gold and base metal resources.",长期,利好,建议投资于Red Hill Minerals Limited，基于其积极的勘探结果和未来增长潜力。
Pacific Edge Limited,PEB,"14/07/2025
7:30 am",Q1 26 Cxbladder Demand Resilient Despite Coverage Loss 10 pages 1.2MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968811,other,"Pacific Edge reports resilient demand for its Cxbladder tests despite losing Medicare coverage and transitioning customers from Cxbladder Detect to Triage. The company's Triage tests now make up 77% of test volumes in the US, up from 22% previously. The CEO expresses confidence in regaining Medicare coverage based on positive discussions with the contractor Novitas and the inclusion of Triage in clinical guidelines.",长期,利好,考虑增持股份，因为公司正在积极恢复 Medicare 覆盖并扩大其市场份额。同时，随着 Triage Plus 的商业化临近，预计将提升盈利能力。
Bowen Coking Coal Limited,BCB,"14/07/2025
9:48 am",Reinstatement to Quotation 1 page 116.6KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968970,other,Bowen Coking Coal Limited's securities will be reinstated for trading following their response to an ASX Aware Letter regarding their efforts to seek funding amid challenging coal prices and state royalty pressures.,短期,中性,考虑到当前资金寻求的困难和煤炭价格的疲软，建议谨慎投资，关注市场走势及后续资金进展。
West Wits Mining Limited (ASX: WWI),WWI,"14/07/2025
9:47 am",West Wits Board Changes 2 pages 255.6KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968968,other,"West Wits Mining announced the appointment of Rudi Deysel as Managing Director and Keith Middleton as a non-executive director. Rudi Deysel has been with the company for over four years, contributing significantly to its development. The board changes are aimed at strengthening the company as it moves into the operational phase after securing the Mining Right for Qala Shallows. After 14 years, Hulme Scholes has decided to retire from the board.",长期,利好,建议投资者关注West Wits Mining，此次董事会的变动和领导层的巩固可能会推动公司在金矿项目上的发展，实现价值增长。
Trigg Minerals Ltd,TMG,"14/07/2025
9:40 am",Response to ASX Query 8 pages 522.0KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968957,other,"Trigg Minerals Ltd retracted previously reported Foreign Estimate and Revised Foreign Estimate for the Antimony Canyon Project, stating they are not valid estimates. The company retains confidence in the project and has instead reported an Exploration Target under the JORC Code (2012) for future exploration.",短期,利空,考虑到这次重大发现及市场反应，建议投资者谨慎行事，关注后续的资源估算及探索进展。
Otto Energy Limited,OEL,"14/07/2025
9:37 am",Resignation of Acting CEO 1 page 293.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968953,management,"Otto Energy Limited announced the resignation of its Acting CEO, Mr. Phil Trajanovich, effective July 12, 2025, and the Board is now searching for a new CEO.",短期,中性,建议保持观望，密切关注新CEO的任命及其对公司战略和运营的影响。
ClearVue Technologies Limited,CPV,"14/07/2025
9:35 am",ClearVue Board Update and Expenditure Review 2 pages 626.6KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968949,update,"ClearVue Technologies Limited announced a comprehensive review of its operational expenditures to identify cost savings while focusing on product development and growth in its licensee and business partnerships. The initiative aims to maximize shareholder value and support long-term sustainable growth. Additionally, Mr. Charles (Chuck) Mowrey has resigned from the Board.",长期,利好,建议关注公司的长期发展战略并考虑增持股份，特别是在公司进行成本分析和提高运营效率的背景下。
Clever Culture Systems Ltd,CC5,"14/07/2025
9:35 am",Instrument Sale to Novo Nordisk for Group Evaluation 2 pages 172.3KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968948,other,"Clever Culture Systems Ltd announced a purchase order from Novo Nordisk for the APAS® Independence instrument to evaluate its suitability for use across their manufacturing network. This evaluation aims to compare the APAS® technology with existing manual processes in pharmaceutical environmental monitoring. The company's sales strategy focuses on partnerships with large pharmaceutical manufacturers, with expected announcements of further evaluations and sales in the coming fiscal year.",长期,利好,建议关注投资，预计随着新客户的评估和潜在销售增长，公司业绩将持续改善。
Compumedics Limited,CMP,"14/07/2025
9:32 am",FY25 Business Update - Record sales orders taken 4 pages 371.5KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968945,update,"Compumedics Limited announced record sales orders of $63.4 million for FY25, a 22% increase from FY24, and a return to profitability with an EBITDA of approximately $3 million. The company is experiencing significant growth in the US market, especially in the Sleep Diagnostics and SaaS segments. The outlook for FY26F includes guidance of at least $70 million in revenue and approximately $9 million in EBITDA, with ongoing focus on scaling SaaS and related platforms.",长期,利好,建议考虑长期投资于Compumedics Limited，尤其是在其实现盈利、市场扩张和高增长潜力的背景下。
Tambourah Metals Ltd,TMB,"14/07/2025
9:27 am",Completion of Entitlement Offer 2 pages 380.2KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968941,other,"Tambourah Metals Ltd completed its 1-for-8 pro-rata non-renounceable entitlement offer, which was oversubscribed, raising a total of $367,720 by issuing 18,385,998 new shares. The raised funds will be utilized for drilling projects at the Tambourah Gold Project, Beatty Park Gold Project, and to progress drilling target generation at Speewah Nth, alongside other exploration projects and general working capital.",短期,利好,建议考虑投资，因为该公司通过成功的融资扩展了项目投资并提升了财务状况。
Beacon Minerals Limited,BCN,"14/07/2025
9:27 am",June Quarter Production Update 5 pages 1.1MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968939,update,"Beacon Minerals provided a production update for the Jaurdi Gold Project, reporting 7,365 ounces of gold produced in the June 2025 quarter, sales of 3,900 ounces, cash receipts of $20.1 million, and holding 2,744 ounces at Perth Mint as of June 30, 2025. They continue to maintain cash reserves for growth and working capital while adapting sales strategies in light of gold price movements.",短期,利好,考虑在短期内增加投资，关注金价和公司后续生产能力提升情况。
Uvre Limited,UVA,"14/07/2025
9:58 am",Uvre completes NZ gold projects acquisition 2 pages 219.0KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968986,acquisition,"Uvre Limited has completed the acquisition of highly prospective New Zealand gold assets and appointed experienced mining executives Norman Seckold and Peter Nightingale to its Board of Directors. The company is ramping up exploration programs, with initial rock chip assays from the Waitekauri and Oturehua Gold Projects showing strong potential.",长期,利好,建议增持Uvre Limited股票，考虑到其收购成功和潜在的探索价值。
Scalare Partners Holdings Limited,SCP,"14/07/2025
9:56 am",Scalare Partners to Acquire Tank Stream Labs 4 pages 226.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968980,acquisition,"Scalare Partners has announced the acquisition of Tank Stream Labs, a leading provider of flexible office space for tech companies in Australia. The deal, valued at $5.5 million, aims to enhance Scalare's engagement with technology founders and the broader early-stage tech community. Tank Stream Labs is expected to generate approximately $15 million in revenue and be EBITDA and cashflow positive by FY26. The acquisition is subject to shareholder approval and a capital raise.",长期,利好,考虑于股价潜在上涨，建议持有或增持Scalare Partners的股票，以此获取长期收益。
Lode Resources Ltd,LDR,"14/07/2025
9:56 am",Gold Enhances High-Grade Antinomy and Silver Intercepts 20 pages 1.8MB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968978,other,"Lode Resources Ltd announced the receipt of gold assay results from the Montezuma Antimony & Silver Project, which enhance previously reported high-grade antimony and silver drill intercepts. The ongoing drill program consists of 50 to 60 holes (8,000m to 10,000m), focused on quantifying and extending the Montezuma deposit. Significant grades of antimony, silver, and gold were reported, and further drilling and testing are planned.",长期,利好,考虑增持Lode Resources Ltd股票，基于当前的高品位矿石发现和长期的资源潜力。
SAUNDERS INTERNATIONAL LIMITED,SND,"14/07/2025
9:55 am",Pause in Trading 1 page 116.0KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02968977,other,公告提到由于待进一步公告，SAUNDERS INTERNATIONAL LIMITED的证券交易将暂时暂停。,短期,中性,建议投资者密切关注后续公告，以便评估对未来交易的影响。
Netlinkz Limited,NET,"14/07/2025
7:03 pm",Appendix 4D Supporting Interim Report Filed 12 June 2025 3 pages 213.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969206,other,"For the half-year ended December 31, 2024, Netlinkz Limited reported a decline in revenue from customers of 28% compared to the previous half-year, resulting in a total revenue decrease of 29%. The company also posted a significant loss from ordinary activities after tax of $1,663,285, marking a 100%+ increase in net loss compared to the same period last year. No dividends were declared or paid during this period, and the net tangible assets per share also deteriorated.",Short-term,利空,"Given the substantial drop in revenue and increased losses, it's advisable to reconsider holding or investing in Netlinkz Limited at this time, focusing instead on monitoring for potential recovery strategies and market response in the upcoming periods."
Pact Group Holdings Ltd,PGH,"14/07/2025
7:00 pm",Suspension from Quotation 1 page 111.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969205,trading,"Pact Group Holdings Ltd's securities will be suspended from quotation at the close of trading on 14 July 2025, pending the company's removal from the official list of ASX.",短期,利空,建议投资者谨慎考虑，可能需要在更清晰的公司前景和财务状况发布后再决策。
Larvotto Resources Limited,LRV,"14/07/2025
6:57 pm",Fixed Interest Investor Calls 2 pages 143.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969202,other,Larvotto Resources Limited is planning to hold a series of fixed income investor calls to discuss a potential issuance of USD 100 million senior secured bonds for funding the re-start capital expenditure of the Hillgrove Antimony and Gold Project.,短期,利好,考虑投資Larvotto Resources Limited，因為它正在尋求資金增強其項目，且目前的市场条件有可能对其提振股价。
Advanced Health Intelligence Ltd,AHI,"14/07/2025
4:33 pm",Nasdaq Update 3 pages 236.8KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969121,update,Advanced Health Intelligence Ltd (AHI) is providing an update on its dual-listing status and compliance efforts following its delisting from NASDAQ due to a shareholder equity deficiency. The company is actively working to meet listing requirements on the ASX and restore its market position. Key steps include finalizing financial audits and securing funding for compliance. Failure to meet deadlines could result in removal from the ASX. The company aims to demonstrate financial stability and governance preparedness for a potential relisting on NASDAQ after ASX reinstatement.,短期,利空,考虑到公司面临的合规和财务挑战，建议投资者保持观望，待公司解决其融资和合规问题后再考虑投资。同时，密切关注后续公告以评估公司复牌进展及市场反应。
NEXION Group Ltd,NNG,"14/07/2025
4:25 pm",NNG issue of Convertible Notes 2 pages 167.3KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969109,other,"NEXION Group Ltd announced the issuance of 700,000 convertible notes at $0.10 each, raising $70,000, to fund costs for a proposed acquisition. This increases the total convertible notes to 15,800,000. The notes are unsecured, mature on 31 May 2026, and have a 10% annual interest. They may be repaid in cash, and are convertible into ordinary shares if shareholder approval is obtained.",长期,利好,考虑投资，因为资金的筹集将支持公司的扩展和并购活动，长期前景看好。
Adriatic Metals plc,ADT,"14/07/2025
4:22 pm",Publication of Scheme Document and Expected Timetable 14 pages 327.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969106,other,Dundee Precious Metals Inc. (DPM) proposes a recommended share and cash offer for Adriatic Metals plc (Adriatic) via a scheme of arrangement under the Companies Act 2006. The announcement includes the publication of the scheme document and expected timetable for the acquisition's principal events.,长期,利好,考虑购买Adriatic的股票，特别是如果您看好与DPM的合并与后续增长潜力。
Pursuit Minerals Limited,PUR,"14/07/2025
12:44 pm",Response to ASX Director's Interest Notice Query 5 pages 361.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969035,management,Pursuit Minerals Limited responded to a query from ASX regarding the late lodgement of Appendix 3Y for two directors due to an administrative oversight. The company has policies in place to ensure compliance with ASX Listing Rules and believes the incident was isolated.,短期,中性,维持观望态度。由于只是行政疏忽且公司已有合规政策，短期内不会对股价产生重大影响。
GTI ENERGY LTD,GTR,"14/07/2025
12:10 pm",Consolidation_Split - GTR 5 pages 18.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969024,other,"GTI ENERGY LTD announces a security consolidation, where every 40 pre-consolidation securities will be consolidated into 1 post-consolidation security. Trading of the post-consolidation securities is set to commence on a deferred settlement basis on August 18, 2025. The record date for this consolidation is August 19, 2025.",短期,中性,在短期内，该公告对股价影响中性，投资者应关注后续市场反应，并考虑长期的公司基本面作为投资决策的依据。
Locate Technologies Limited,LOC,"14/07/2025
11:01 am",ATM Facility - Capital Raise 2 pages 391.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969001,other,"Locate Technologies Limited announced a capital raise of $168,915 through its At-the-Market Facility Agreement with Novus Capital Limited. The funds raised will strengthen the company's balance sheet and support its ongoing operations in their SaaS platform for last-mile delivery optimization and on-demand delivery marketplace.",短期,利好,考虑增加对Locate Technologies Limited的投资，因为资本募集将增强公司的财务状况，支持其业务增长。
Apostle Dundas Global Equity Fund - Class D (ADEF),ADE,"15/07/2025
10:15 am",Distribution Update - June 2025 1 page 267.4KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969399,dividend,"Apostle Dundas Global Equity Fund - Class D has announced a cash distribution of $0.0106 per unit and a non-cash distribution (franking credits & tax offsets) of $0.0061 per unit for the period ending 30 June 2025. The reinvestment price for the distribution payable on 18 July 2025 is set at $6.18, which corresponds to the NAV per unit on 10 July 2025.",短期,利好,建议投资者考虑再投资该分配，并关注后续的市场表现，以判断持有或增持的时机。
WATERCO LIMITED,WAT,"15/07/2025
10:11 am",Notification of buy-back - WAT 5 pages 15.1KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969395,other,"WATERCO LIMITED announced an on-market buy-back of up to 144,927 ordinary fully paid shares, starting from July 16, 2025, and ending on June 30, 2026.",长期,利好,考虑在买回期间增持WATERCO LIMITED的股份，尤其是若其改善股东回报和增强股价将产生积极影响。
Chariot Corporation Limited,CC9,"15/07/2025
10:01 am",Chariot Raises $1.6 Million Through a Placement of Shares 5 pages 617.9KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969386,funding,"Chariot Corporation has successfully raised A$1.6 million through the placement of 32 million newly issued ordinary shares at A$0.05 each, which was backed by strategic and long-term lithium investors. The funds will be used to complete the acquisition of a 66.7% interest in a lithium portfolio in Nigeria, cover landholding costs, and finance exploration activities. The Nigerian assets have a history of spodumene concentrate exports and present an opportunity for Chariot to generate revenues from China.",长期,利好,建议关注Chariot Corporation的股票，因其在战略投资和资源发现方面表现出强劲潜力，尤其是在锂市场增长的背景下。
Savana US Small Caps Active ETF,SVN,"15/07/2025
9:59 am",Distribution Update - June 2025 1 page 183.3KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969382,dividend,公告通知了Savana US Small Caps Active ETF在2025年6月30日结束的报告期内，最终每单位的现金和非现金分配均为$0.00。,短期,利空,建议谨慎投资，考虑持有或出售ETF以降低潜在风险。
Cromwell Property Group,CMW,"15/07/2025
9:58 am",Update on Barton Development Project 1 page 145.2KB,https://www.asx.com.au/asx/v2/statistics/displayAnnouncement.do?display=pdf&idsId=02969380,update,"Cromwell Property Group confirms details about the Barton Development Project, which has an anticipated total cost of $201 million and a projected yield on cost greater than 6.3%.",long-term,利好,考虑在项目推进期间增持Cromwell的股票，尤其是在项目开始实施后，可能会提升公司的长期价值和收益潜力。
